Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
42700.0,43050.0,42550.0,42550.0,38400.29296875,7670185,0.0,0.0
42350.0,42400.0,41350.0,41550.0,37497.81640625,13687828,0.0,0.0
41950.0,42050.0,40850.0,41200.0,37181.953125,13357951,0.0,0.0
41650.0,42100.0,41550.0,42000.0,37903.921875,15752397,0.0,0.0
42600.0,43950.0,42350.0,43150.0,38941.7734375,18812133,0.0,0.0
43700.0,43800.0,42400.0,43500.0,39257.640625,11033339,0.0,0.0
43900.0,44000.0,43250.0,43850.0,39573.50390625,12259006,0.0,0.0
43800.0,43800.0,42400.0,42700.0,38535.66015625,13966305,0.0,0.0
42500.0,43000.0,42350.0,42650.0,38490.5390625,8066669,0.0,0.0
42550.0,42950.0,42150.0,42550.0,38400.29296875,24506881,0.0,0.0
41850.0,42100.0,41300.0,41800.0,37723.43359375,14930618,0.0,0.0
42200.0,42700.0,42150.0,42550.0,38400.29296875,11766018,0.0,0.0
42600.0,42800.0,42150.0,42500.0,38355.16796875,11365999,0.0,0.0
42950.0,43900.0,42500.0,43800.0,39528.38671875,15466580,0.0,0.0
43400.0,43700.0,43000.0,43450.0,39212.51171875,9913497,0.0,0.0
44050.0,44200.0,43700.0,43900.0,39618.62890625,12464135,0.0,0.0
43600.0,44350.0,43450.0,44200.0,39889.375,11683682,0.0,0.0
44300.0,44850.0,44050.0,44800.0,40430.85546875,8792182,0.0,0.0
44800.0,45000.0,44550.0,44850.0,40475.9765625,6664872,0.0,0.0
44800.0,45050.0,44300.0,44600.0,40250.35546875,8607439,0.0,0.0
44200.0,44400.0,43400.0,43750.0,39483.2578125,16906541,0.0,0.0
43750.0,44150.0,43300.0,44000.0,39708.875,9322873,0.0,0.0
43750.0,44050.0,43400.0,43900.0,39618.62890625,11890424,0.0,0.0
43750.0,44500.0,43650.0,44350.0,40024.75,7994928,0.0,0.0
45450.0,45450.0,45000.0,45350.0,40927.21875,10417690,0.0,0.0
44850.0,45500.0,44850.0,45500.0,41062.58984375,7147785,0.0,0.0
45750.0,45800.0,45200.0,45700.0,41243.08203125,9454913,0.0,0.0
45200.0,45800.0,45200.0,45500.0,41062.58984375,6085066,0.0,0.0
45200.0,45800.0,45200.0,45600.0,41152.8359375,7076774,0.0,0.0
45800.0,46000.0,45600.0,45700.0,41243.08203125,9226097,0.0,0.0
46000.0,46600.0,45750.0,46500.0,42292.66796875,12603534,354.0,0.0
47000.0,47000.0,46700.0,47000.0,42747.4296875,12949231,0.0,0.0
47350.0,47400.0,46250.0,46600.0,42383.62109375,11383522,0.0,0.0
